Page Title,Page Sub Title,Previous Page URL,Filter By Topics,Filter by Date,-,-,-
Gujarati,1,,1983,દાદાઈ દિવ્ય સત્સંગ,1983-01 Akram Vignan - 030,1983-01 અક્રમ વિજ્ઞાન - 030,http://s768147321.onlinehome.us/DadaReact/AK/1983-01 Akram Vignan - 030.pdf
Gujarati,2,,1983,આપણા જ જોખમે ખડો સંસાર,1983-02 Akram Vignan - 031,1983-02 અક્રમ વિજ્ઞાન - 031,http://s768147321.onlinehome.us/DadaReact/AK/1983-02 Akram Vignan - 031.pdf
Gujarati,3,,1983,દાદાઈ દિવ્ય સત્સંગ,1983-03 Akram Vignan - 032,1983-03 અક્રમ વિજ્ઞાન - 032,http://s768147321.onlinehome.us/DadaReact/AK/1983-03 Akram Vignan - 032.pdf
Gujarati,4,,1983,કૃપાળુદેવના વચનામૃત વિષે દાદાશ્રીનો અમૃત સત્સંગ,1983-04 Akram Vignan - 033,1983-04 અક્રમ વિજ્ઞાન - 033,http://s768147321.onlinehome.us/DadaReact/AK/1983-04 Akram Vignan - 033.pdf
Gujarati,5,,1983,શ્રદ્ધાંજલિ અને દાદાઈ સત્સંગ,1983-05 Akram Vignan - 034,1983-05 અક્રમ વિજ્ઞાન - 034,http://s768147321.onlinehome.us/DadaReact/AK/1983-05 Akram Vignan - 034.pdf
Gujarati,7,,1983,જ્ઞાન-પ્રાગટ્ય મહોત્સવ,1983-06-07 Akram Vignan - 035-036,1983-06-07 અક્રમ વિજ્ઞાન - 035-036,http://s768147321.onlinehome.us/DadaReact/AK/1983-06-07 Akram Vignan - 035-036.pdf
Gujarati,8,,1983,,1983-08 Akram Vignan - 037,1983-08 અક્રમ વિજ્ઞાન - 037,http://s768147321.onlinehome.us/DadaReact/AK/1983-08 Akram Vignan - 037.pdf
Gujarati,9,,1983,"વિકલ્પ શમન અર્થે દાદાઈ 'હેલ્પ'",1983-09 Akram Vignan - 038,1983-09 અક્રમ વિજ્ઞાન - 038,http://s768147321.onlinehome.us/DadaReact/AK/1983-09 Akram Vignan - 038.pdf
Gujarati,10,,1983,"ડખલ' વિના રહેવું જગતમાં",1983-10 Akram Vignan - 039,1983-10 અક્રમ વિજ્ઞાન - 039,http://s768147321.onlinehome.us/DadaReact/AK/1983-10 Akram Vignan - 039.pdf
Gujarati,12,,1983,દાદાશ્રીનો દિવ્ય સત્સંગ,1983-11-12 Akram Vignan - 040-041,1983-11-12 અક્રમ વિજ્ઞાન - 040-041,http://s768147321.onlinehome.us/DadaReact/AK/1983-11-12 Akram Vignan - 040-041.pdf
Gujarati,1,,1984,દાદાઈ દિવ્ય સત્સંગ,1984-01 Akram Vignan - 042,1984-01 અક્રમ વિજ્ઞાન - 042,http://s768147321.onlinehome.us/DadaReact/AK/1984-01 Akram Vignan - 042.pdf
Gujarati,2,,1984,દાદાઈ દિવ્ય સત્સંગ,1984-02 Akram Vignan - 043,1984-02 અક્રમ વિજ્ઞાન - 043,http://s768147321.onlinehome.us/DadaReact/AK/1984-02 Akram Vignan - 043.pdf
Gujarati,3,,1984,દાનનાં ચાર વહેણ,1984-03 Akram Vignan - 044,1984-03 અક્રમ વિજ્ઞાન - 044,http://s768147321.onlinehome.us/DadaReact/AK/1984-03 Akram Vignan - 044.pdf
Gujarati,4,,1984,,1984-04 Akram Vignan - 045,1984-04 અક્રમ વિજ્ઞાન - 045,http://s768147321.onlinehome.us/DadaReact/AK/1984-04 Akram Vignan - 045.pdf
Gujarati,5,,1984,દયા-કરૂણા-સ્નેહ-અનુકંપા,1984-05 Akram Vignan - 046,1984-05 અક્રમ વિજ્ઞાન - 046,http://s768147321.onlinehome.us/DadaReact/AK/1984-05 Akram Vignan - 046.pdf
Gujarati,8,,1984,,1984-08 Akram Vignan - 049,1984-08 અક્રમ વિજ્ઞાન - 049,http://s768147321.onlinehome.us/DadaReact/AK/1984-08 Akram Vignan - 049.pdf
Gujarati,9,,1984,,1984-09 Akram Vignan - 050,1984-09 અક્રમ વિજ્ઞાન - 050,http://s768147321.onlinehome.us/DadaReact/AK/1984-09 Akram Vignan - 050.pdf
Gujarati,10,,1984,,1984-10-11 Akram Vignan - 051-052,1984-10-11 અક્રમ વિજ્ઞાન - 051-052,http://s768147321.onlinehome.us/DadaReact/AK/1984-10-11 Akram Vignan - 051-052.pdf
Gujarati,12,,1984,સ્યાદ્‍વાદ - અનેકાંત,1984-12 Akram Vignan - 053,1984-12 અક્રમ વિજ્ઞાન - 053,http://s768147321.onlinehome.us/DadaReact/AK/1984-12 Akram Vignan - 053.pdf
Gujarati,1,,1985,સ્વપ્ન-અવસ્થા,1985-01 Akram Vignan - 054,1985-01 અક્રમ વિજ્ઞાન - 054,http://s768147321.onlinehome.us/DadaReact/AK/1985-01 Akram Vignan - 054.pdf
Gujarati,2,,1985,સત્‍-સત્ય-અસત્ય,1985-02 Akram Vignan - 055,1985-02 અક્રમ વિજ્ઞાન - 055,http://s768147321.onlinehome.us/DadaReact/AK/1985-02 Akram Vignan - 055.pdf
Gujarati,3,,1985,સત્‍-સત્ય-અસત્ય,1985-03 Akram Vignan - 056,1985-03 અક્રમ વિજ્ઞાન - 056,http://s768147321.onlinehome.us/DadaReact/AK/1985-03 Akram Vignan - 056.pdf
Gujarati,4,,1985,ભક્ત-ભક્તિ (પૂર્વાર્ધ),1985-04 Akram Vignan - 057,1985-04 અક્રમ વિજ્ઞાન - 057,http://s768147321.onlinehome.us/DadaReact/AK/1985-04 Akram Vignan - 057.pdf
Gujarati,5,,1985,ભક્ત-ભક્તિ (ઉત્તરાર્ધ),1985-05 Akram Vignan - 058,1985-05 અક્રમ વિજ્ઞાન - 058,http://s768147321.onlinehome.us/DadaReact/AK/1985-05 Akram Vignan - 058.pdf
Gujarati,6,,1985,ગુરૂ-શિષ્ય,1985-06-07 Akram Vignan - 059-060,1985-06-07 અક્રમ વિજ્ઞાન - 059-060,http://s768147321.onlinehome.us/DadaReact/AK/1985-06-07 Akram Vignan - 059-060.pdf
Gujarati,8,,1985,"વ્યવહાર'ની વાસ્તવિકતાઓ",1985-08 Akram Vignan - 061,1985-08 અક્રમ વિજ્ઞાન - 061,http://s768147321.onlinehome.us/DadaReact/AK/1985-08 Akram Vignan - 061.pdf
Gujarati,10,,1985,સંત પુરૂષઃ સત્ પુરૂષઃ જ્ઞાની પુરૂષ,1985-09-10 Akram Vignan - 062-063,1985-09-10 અક્રમ વિજ્ઞાન - 062-063,http://s768147321.onlinehome.us/DadaReact/AK/1985-09-10 Akram Vignan - 062-063.pdf
Gujarati,12,,1985,મોક્ષમાર્ગમાં મોટી અટકણ - આડાઈ,1985-11-12 Akram Vignan - 064-065,1985-11-12 અક્રમ વિજ્ઞાન - 064-065,http://s768147321.onlinehome.us/DadaReact/AK/1985-11-12 Akram Vignan - 064-065.pdf
Gujarati,1,,1986,સ્વછંદ,1986-01 Akram Vignan - 066,1986-01 અક્રમ વિજ્ઞાન - 066,http://s768147321.onlinehome.us/DadaReact/AK/1986-01 Akram Vignan - 066.pdf
Gujarati,2,,1986,અક્રમ વિજ્ઞાનના વિશિષ્ટ ભાવાર્થો,1986-02 Akram Vignan - 067,1986-02 અક્રમ વિજ્ઞાન - 067,http://s768147321.onlinehome.us/DadaReact/AK/1986-02 Akram Vignan - 067.pdf
Gujarati,3,,1986,"હુ' કોણ છું?",1986-03-04 Akram Vignan - 068-069,1986-03-04 અક્રમ વિજ્ઞાન - 068-069,http://s768147321.onlinehome.us/DadaReact/AK/1986-03-04 Akram Vignan - 068-069.pdf
Gujarati,5,,1986,નિમિત્ત-ઉપાદાન તથા ડૉ. કુમારપાળ દેસાઈ સાથે સત્સંગ,1986-05 Akram Vignan - 070,1986-05 અક્રમ વિજ્ઞાન - 070,http://s768147321.onlinehome.us/DadaReact/AK/1986-05 Akram Vignan - 070.pdf
Gujarati,6,,1986,કામ કાઢી લો!,1986-06-07 Akram Vignan - 071-072,1986-06-07 અક્રમ વિજ્ઞાન - 071-072,http://s768147321.onlinehome.us/DadaReact/AK/1986-06-07 Akram Vignan - 071-072.pdf
Gujarati,8,,1986,"દાદાઈ 'મંગળ' સત્સંગ",1986-08 Akram Vignan - 073,1986-08 અક્રમ વિજ્ઞાન - 073,http://s768147321.onlinehome.us/DadaReact/AK/1986-08 Akram Vignan - 073.pdf
Gujarati,9,,1986,છ સત્સંગ લેખો,1986-09-10 Akram Vignan - 074-075,1986-09-10 અક્રમ વિજ્ઞાન - 074-075,http://s768147321.onlinehome.us/DadaReact/AK/1986-09-10 Akram Vignan - 074-075.pdf
Gujarati,11,,1986,"વાણી, વ્યવહારમાં",1986-11-12 Akram Vignan - 076-077,1986-11-12 અક્રમ વિજ્ઞાન - 076-077,http://s768147321.onlinehome.us/DadaReact/AK/1986-11-12 Akram Vignan - 076-077.pdf
Gujarati,1,,1987,વ્યક્તિત્વ સૌરભ (પૂ. હિરાબા વિશેષાંક),1987-01 Akram Vignan - 078,1987-01 અક્રમ વિજ્ઞાન - 078,http://s768147321.onlinehome.us/DadaReact/AK/1987-01 Akram Vignan - 078.pdf
Gujarati,2,,1987,સતના શોધકને,1987-02 Akram Vignan - 079,1987-02 અક્રમ વિજ્ઞાન - 079,http://s768147321.onlinehome.us/DadaReact/AK/1987-02 Akram Vignan - 079.pdf
Gujarati,3,,1987,"વીતરાગ, વાણી વખતે",1987-03 Akram Vignan - 080,1987-03 અક્રમ વિજ્ઞાન - 080,http://s768147321.onlinehome.us/DadaReact/AK/1987-03 Akram Vignan - 080.pdf
Gujarati,4,,1987,જીવતર જીવી જાણો,1987-04 Akram Vignan - 081,1987-04 અક્રમ વિજ્ઞાન - 081,http://s768147321.onlinehome.us/DadaReact/AK/1987-04 Akram Vignan - 081.pdf
Gujarati,5,,1987,આદેશઃ ઉપદેશઃ દેશના,1987-05 Akram Vignan - 082,1987-05 અક્રમ વિજ્ઞાન - 082,http://s768147321.onlinehome.us/DadaReact/AK/1987-05 Akram Vignan - 082.pdf
Gujarati,6,,1987,વાણીનું વિજ્ઞાન,1987-06-07 Akram Vignan - 083-084,1987-06-07 અક્રમ વિજ્ઞાન - 083-084,http://s768147321.onlinehome.us/DadaReact/AK/1987-06-07 Akram Vignan - 083-084.pdf
Gujarati,8,,1987,સાર-અસાર સંસારના,1987-08 Akram Vignan - 085,1987-08 અક્રમ વિજ્ઞાન - 085,http://s768147321.onlinehome.us/DadaReact/AK/1987-08 Akram Vignan - 085.pdf
Gujarati,9,,1987,તત્વસાર સંસારમાં,1987-09 Akram Vignan - 086,1987-09 અક્રમ વિજ્ઞાન - 086,http://s768147321.onlinehome.us/DadaReact/AK/1987-09 Akram Vignan - 086.pdf
Gujarati,10,,1987,સંપૂજ્ય દાદાશ્રીનું લઘુતમ-ગુરૂતમ પદ,1987-10-11 Akram Vignan - 087-088,1987-10-11 અક્રમ વિજ્ઞાન - 087-088,http://s768147321.onlinehome.us/DadaReact/AK/1987-10-11 Akram Vignan - 087-088.pdf
Gujarati,12,,1987,શંકા,1987-12 Akram Vignan - 089,1987-12 અક્રમ વિજ્ઞાન - 089,http://s768147321.onlinehome.us/DadaReact/AK/1987-12 Akram Vignan - 089.pdf
Gujarati,2,,1988,પુષ્પાંજલી - દાદા ભગવાન મહાનિર્વાણ પામ્યા,1988-01-02 Akram Vignan - 090-091 - Pushpanjali,1988-01-02 અક્રમ વિજ્ઞાન - 090-091 - Pushpanjali,http://s768147321.onlinehome.us/DadaReact/AK/1988-01-02 Akram Vignan - 090-091 - Pushpanjali.pdf
Gujarati,3,,1988,ન ભૂતો-ન ભવિષ્યતિ,1988-03 Akram Vignan - 092,1988-03 અક્રમ વિજ્ઞાન - 092,http://s768147321.onlinehome.us/DadaReact/AK/1988-03 Akram Vignan - 092.pdf
Gujarati,4,,1988,"જ્ઞાની ગયા, આજ્ઞા રહી",1988-04 Akram Vignan - 093,1988-04 અક્રમ વિજ્ઞાન - 093,http://s768147321.onlinehome.us/DadaReact/AK/1988-04 Akram Vignan - 093.pdf
Gujarati,5,,1988,ધર્મ-ધર્મસાર,1988-05 Akram Vignan - 094,1988-05 અક્રમ વિજ્ઞાન - 094,http://s768147321.onlinehome.us/DadaReact/AK/1988-05 Akram Vignan - 094.pdf
Gujarati,7,,1988,આધ્યાત્મની વાસ્તવિકતાઓ,1988-06-07 Akram Vignan - 095-096,1988-06-07 અક્રમ વિજ્ઞાન - 095-096,http://s768147321.onlinehome.us/DadaReact/AK/1988-06-07 Akram Vignan - 095-096.pdf
Gujarati,9,,1988,અક્રમ જ્ઞાનની બલિહારી,1988-08-09 Akram Vignan - 097-098,1988-08-09 અક્રમ વિજ્ઞાન - 097-098,http://s768147321.onlinehome.us/DadaReact/AK/1988-08-09 Akram Vignan - 097-098.pdf
Gujarati,10,,1988,વિષયની વિરતી,1988-10 Akram Vignan - 099,1988-10 અક્રમ વિજ્ઞાન - 099,http://s768147321.onlinehome.us/DadaReact/AK/1988-10 Akram Vignan - 099.pdf
Gujarati,12,,1988,અક્રમ થકી પૂર્ણત્વ પ્રતિ !,1988-11-12 Akram Vignan - 100-101,1988-11-12 અક્રમ વિજ્ઞાન - 100-101,http://s768147321.onlinehome.us/DadaReact/AK/1988-11-12 Akram Vignan - 100-101.pdf
Gujarati,1,,1989,વીતરાગતાની વાટે,1989-01 Akram Vignan - 102,1989-01 અક્રમ વિજ્ઞાન - 102,http://s768147321.onlinehome.us/DadaReact/AK/1989-01 Akram Vignan - 102.pdf
Gujarati,2,,1989,નિરાલંબની વાટે,1989-02 Akram Vignan - 103,1989-02 અક્રમ વિજ્ઞાન - 103,http://s768147321.onlinehome.us/DadaReact/AK/1989-02 Akram Vignan - 103.pdf
Gujarati,3,,1989,"ઉલેચ્યા અંતર, જ્ઞાનીનાં",1989-03 Akram Vignan - 104,1989-03 અક્રમ વિજ્ઞાન - 104,http://s768147321.onlinehome.us/DadaReact/AK/1989-03 Akram Vignan - 104.pdf
Gujarati,4,,1989,સુખદુઃખની સમજ,1989-04 Akram Vignan - 105,1989-04 અક્રમ વિજ્ઞાન - 105,http://s768147321.onlinehome.us/DadaReact/AK/1989-04 Akram Vignan - 105.pdf
Gujarati,5,,1989,,1989-05 Akram Vignan - 106,1989-05 અક્રમ વિજ્ઞાન - 106,http://s768147321.onlinehome.us/DadaReact/AK/1989-05 Akram Vignan - 106.pdf
Gujarati,7,,1989,લક્ષ્મીજીનું આવન-જાવન,1989-06-07 Akram Vignan - 107-108,1989-06-07 અક્રમ વિજ્ઞાન - 107-108,http://s768147321.onlinehome.us/DadaReact/AK/1989-06-07 Akram Vignan - 107-108.pdf
Gujarati,8,,1989,લોભથી ખડો સંસાર,1989-08 Akram Vignan - 109,1989-08 અક્રમ વિજ્ઞાન - 109,http://s768147321.onlinehome.us/DadaReact/AK/1989-08 Akram Vignan - 109.pdf
Gujarati,9,,1989,દાનનાં વહેણ,1989-09 Akram Vignan - 110,1989-09 અક્રમ વિજ્ઞાન - 110,http://s768147321.onlinehome.us/DadaReact/AK/1989-09 Akram Vignan - 110.pdf
Gujarati,11,,1989,"ધંધો, સમ્યક સમજણે",1989-10-11 Akram Vignan - 111-112,1989-10-11 અક્રમ વિજ્ઞાન - 111-112,http://s768147321.onlinehome.us/DadaReact/AK/1989-10-11 Akram Vignan - 111-112.pdf
Gujarati,12,,1989,"લોભની સમજ, સૂક્ષ્મતાએ",1989-12 Akram Vignan - 113,1989-12 અક્રમ વિજ્ઞાન - 113,http://s768147321.onlinehome.us/DadaReact/AK/1989-12 Akram Vignan - 113.pdf
Gujarati,1,,1990,શ્રી સીમંધર સ્વામીનાં સુચરણોમાં,1990-01 Akram Vignan - 114,1990-01 અક્રમ વિજ્ઞાન - 114,http://s768147321.onlinehome.us/DadaReact/AK/1990-01 Akram Vignan - 114.pdf
Gujarati,2,,1990,,1990-02 Akram Vignan - 115,1990-02 અક્રમ વિજ્ઞાન - 115,http://s768147321.onlinehome.us/DadaReact/AK/1990-02 Akram Vignan - 115.pdf
Gujarati,3,,1990,"પ્રકૃતિનું 'સાયન્સ'",1990-03 Akram Vignan - 116,1990-03 અક્રમ વિજ્ઞાન - 116,http://s768147321.onlinehome.us/DadaReact/AK/1990-03 Akram Vignan - 116.pdf
Gujarati,4,,1990,ભેદ-વિજ્ઞાન (હીન્દી),1990-04 Akram Vignan - 117,1990-04 અક્રમ વિજ્ઞાન - 117,http://s768147321.onlinehome.us/DadaReact/AK/1990-04 Akram Vignan - 117.pdf
Gujarati,5,,1990,અહો ! માલિકી વિનાની વાણી !!,1990-05 Akram Vignan - 118,1990-05 અક્રમ વિજ્ઞાન - 118,http://s768147321.onlinehome.us/DadaReact/AK/1990-05 Akram Vignan - 118.pdf
Gujarati,7,,1990,જાગૃતિની વાટે,1990-06-07 Akram Vignan - 119-120,1990-06-07 અક્રમ વિજ્ઞાન - 119-120,http://s768147321.onlinehome.us/DadaReact/AK/1990-06-07 Akram Vignan - 119-120.pdf
Gujarati,8,,1990,"શ્રુત મતિ કેવળ, દાદાશ્રી ભગવાન કહે",1990-08 Akram Vignan - 121,1990-08 અક્રમ વિજ્ઞાન - 121,http://s768147321.onlinehome.us/DadaReact/AK/1990-08 Akram Vignan - 121.pdf
Gujarati,9,,1990,,1990-09 Akram Vignan - 122,1990-09 અક્રમ વિજ્ઞાન - 122,http://s768147321.onlinehome.us/DadaReact/AK/1990-09 Akram Vignan - 122.pdf
Gujarati,11,,1990,,1990-10-11 Akram Vignan - 123-124,1990-10-11 અક્રમ વિજ્ઞાન - 123-124,http://s768147321.onlinehome.us/DadaReact/AK/1990-10-11 Akram Vignan - 123-124.pdf
Gujarati,12,,1990,"લક્ષ્મી સંગે, સંકળાયેલો વ્યવહાર",1990-12 Akram Vignan - 125,1990-12 અક્રમ વિજ્ઞાન - 125,http://s768147321.onlinehome.us/DadaReact/AK/1990-12 Akram Vignan - 125.pdf
Gujarati,1,,1991,,1991-01 Akram Vignan - 126,1991-01 અક્રમ વિજ્ઞાન - 126,http://s768147321.onlinehome.us/DadaReact/AK/1991-01 Akram Vignan - 126.pdf
Gujarati,2,,1991,"વિશ્વનું ભાવિ, ભારતનું ભાવિ",1991-02 Akram Vignan - 127,1991-02 અક્રમ વિજ્ઞાન - 127,http://s768147321.onlinehome.us/DadaReact/AK/1991-02 Akram Vignan - 127.pdf
Gujarati,3,,1991,અશાંતિમાંથી અનંત સમાધિની વાટે,1991-03 Akram Vignan - 128,1991-03 અક્રમ વિજ્ઞાન - 128,http://s768147321.onlinehome.us/DadaReact/AK/1991-03 Akram Vignan - 128.pdf
Gujarati,4,,1991,,1991-04 Akram Vignan - 129,1991-04 અક્રમ વિજ્ઞાન - 129,http://s768147321.onlinehome.us/DadaReact/AK/1991-04 Akram Vignan - 129.pdf
Gujarati,6,,1991,શીલ-સોપાન,1991-05 Akram Vignan - 130,1991-05 અક્રમ વિજ્ઞાન - 130,http://s768147321.onlinehome.us/DadaReact/AK/1991-05 Akram Vignan - 130.pdf
Gujarati,7,,1991,"મૃત્યુ સમયે, પહેલાં ને પછી (પૂર્વાર્ધ)",1991-06-07 Akram Vignan - 131-132,1991-06-07 અક્રમ વિજ્ઞાન - 131-132,http://s768147321.onlinehome.us/DadaReact/AK/1991-06-07 Akram Vignan - 131-132.pdf
Gujarati,8,,1991,"મૃત્યુ સમયે, પહેલાં ને પછી (ઉત્તરાર્ધ-૧)",1991-08 Akram Vignan - 133,1991-08 અક્રમ વિજ્ઞાન - 133,http://s768147321.onlinehome.us/DadaReact/AK/1991-08 Akram Vignan - 133.pdf
Gujarati,9,,1991,"મૃત્યુ સમયે, પહેલાં ને પછી (ઉત્તરાર્ધ-૨)",1991-09 Akram Vignan - 134,1991-09 અક્રમ વિજ્ઞાન - 134,http://s768147321.onlinehome.us/DadaReact/AK/1991-09 Akram Vignan - 134.pdf
Gujarati,11,,1991,જ્ઞાનીની બોધકળાઓ,1991-10-11 Akram Vignan - 135-136,1991-10-11 અક્રમ વિજ્ઞાન - 135-136,http://s768147321.onlinehome.us/DadaReact/AK/1991-10-11 Akram Vignan - 135-136.pdf
Gujarati,12,,1991,કર્મની થિયરી,1991-12 Akram Vignan - 137,1991-12 અક્રમ વિજ્ઞાન - 137,http://s768147321.onlinehome.us/DadaReact/AK/1991-12 Akram Vignan - 137.pdf
Gujarati,1,,1992,જ્ઞાનઃ અજ્ઞાનઃ વિજ્ઞાન,1992-01 Akram Vignan - 138,1992-01 અક્રમ વિજ્ઞાન - 138,http://s768147321.onlinehome.us/DadaReact/AK/1992-01 Akram Vignan - 138.pdf
